id,event_type,latitude,longitude,address,event_cause,requires_road_closure,start_datetime,end_datetime,status,authenticated,description,veh_type,veh_no,corridor,priority,client_id,police_station,zone,junction,day_of_week,day_name,hour,minute,month,month_name,date,week_of_year,year,week_id,hour_ist,time_bucket,time_bucket_ist,is_named_corridor,cause_severity,corridor_id,event_cause_id,zone_id,veh_type_id,time_bucket_ist_id,time_bucket_id,risk_weight,weeks_present,recurrence_score
FKID003613,unplanned,13.0089551,77.6622898,"MBT Road, Jala, Banaswadi, Bengaluru, Karnataka. Pin-560043 (India)",tree_fall,False,2024-04-03 06:49:05.074000+00:00,,active,yes,kastur Nagar down Ram to Ramamurthy Nagar,unknown,,ORR North 1,High,1,Banaswadi,North Zone 1,,2.0,Wednesday,6.0,49.0,4.0,April,2024-04-03,14,2024,14_2024,12,early_morning,morning,1,1.2,14,10,4,10,4,4,1.5,8.0,0.3478
FKID003614,unplanned,12.9967093,77.7183645,"5th Cross Road, Shanthi Nagar, Hoodi, Bengaluru, Karnataka. Pin-560048 (India)",water_logging,False,2024-04-03 06:46:44.738000+00:00,,active,yes,hoodi underpass waterlogging,unknown,,Non-corridor,Low,1,K.R. Pura,Unknown,,2.0,Wednesday,6.0,46.0,4.0,April,2024-04-03,14,2024,14_2024,12,early_morning,morning,0,1.5,11,13,8,10,4,4,1.0,21.0,0.913
FKID003615,unplanned,12.9870683,77.6638117,"Kaggadaspura Main Road, Government Quarters, Vishwa Vihar, CV Raman Nagar, Bengaluru, Karnataka. Pin-560093 (India)",tree_fall,False,2024-04-03 06:52:20.474000+00:00,,active,yes,tree fall,unknown,,Non-corridor,Low,1,Banaswadi,Unknown,,2.0,Wednesday,6.0,52.0,4.0,April,2024-04-03,14,2024,14_2024,12,early_morning,morning,0,1.2,11,10,8,10,4,4,1.0,21.0,0.913
FKID003616,unplanned,12.9962646,77.5846917,"Sankey Road, RV Layout, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",water_logging,False,2024-04-03 06:52:50.391000+00:00,,closed,yes,water logging rp road jn towards pg halli,unknown,,Bellary Road 1,High,1,High ground,North Zone 1,,2.0,Wednesday,6.0,52.0,4.0,April,2024-04-03,14,2024,14_2024,12,early_morning,morning,1,1.5,2,13,4,10,4,4,1.5,14.0,0.6087
FKID003617,unplanned,12.9937741,77.5957802,"Millers Road, Chavundaraya Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",water_logging,False,2024-04-03 06:47:28.920000+00:00,,closed,yes,old udaya tv towerds [LOCATION] road contonment railway under bridge water logging traffic slow moving,unknown,,Non-corridor,Low,1,High ground,Unknown,,2.0,Wednesday,6.0,47.0,4.0,April,2024-04-03,14,2024,14_2024,12,early_morning,morning,0,1.5,11,13,8,10,4,4,1.0,21.0,0.913
FKID003618,unplanned,13.0427175,77.6122126,"MBT Road, Veeranapalya Village, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)",tree_fall,True,2024-04-03 07:06:03.851000+00:00,,closed,yes,[PERSON],unknown,,ORR North 1,High,1,Hebbala,North Zone 1,,2.0,Wednesday,7.0,6.0,4.0,April,2024-04-03,14,2024,14_2024,12,early_morning,morning,1,1.2,14,10,4,10,4,4,1.5,8.0,0.3478
FKID003619,unplanned,13.0098946,77.5906027,"Jayamahal Main Road, Vasanth Enclave, JC Nagar, Bengaluru, Karnataka. Pin-560006 (India)",water_logging,False,2024-04-03 07:01:42.800000+00:00,,active,yes,water loging at [LOCATION] sir traffic slow movment,unknown,,Non-corridor,Low,1,R.T. Nagar,Unknown,,2.0,Wednesday,7.0,1.0,4.0,April,2024-04-03,14,2024,14_2024,12,early_morning,morning,0,1.5,11,13,8,10,4,4,1.0,21.0,0.913
FKID003620,unplanned,13.0283454,77.5792081,"Dr Rajgopal Road, Ramkrishna Layout, Sanjay Nagar, Bengaluru, Karnataka. Pin-560094 (India)",tree_fall,True,2024-04-03 07:11:23.135000+00:00,,closed,yes,[PERSON] main road,unknown,,Non-corridor,Low,1,Kodigehalli,Unknown,,2.0,Wednesday,7.0,11.0,4.0,April,2024-04-03,14,2024,14_2024,12,early_morning,morning,0,1.2,11,10,8,10,4,4,1.0,21.0,0.913
FKID003621,unplanned,13.1090517,77.580184,"Doddaballapur Main Road, Pavani Residency, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",water_logging,False,2024-04-03 07:09:54.594000+00:00,,closed,yes,puttenahall depo water logging sir,unknown,,Non-corridor,Low,1,Yelahanka,Unknown,,2.0,Wednesday,7.0,9.0,4.0,April,2024-04-03,14,2024,14_2024,12,early_morning,morning,0,1.5,11,13,8,10,4,4,1.0,21.0,0.913
FKID003622,unplanned,13.04319605,77.60986939,"MBT Road, SNN Clermont, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",tree_fall,True,2024-04-03 07:07:47.556000+00:00,,closed,yes,,unknown,,ORR North 1,High,1,Hebbala,North Zone 1,,2.0,Wednesday,7.0,7.0,4.0,April,2024-04-03,14,2024,14_2024,12,early_morning,morning,1,1.2,14,10,4,10,4,4,1.5,8.0,0.3478
FKID003624,unplanned,13.04625027,77.591725,"Bellary Road, Esteem Mall, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",water_logging,False,2024-04-03 07:12:10.845000+00:00,,closed,yes,,unknown,,Bellary Road 1,High,1,Hebbala,North Zone 1,,2.0,Wednesday,7.0,12.0,4.0,April,2024-04-03,14,2024,14_2024,12,early_morning,morning,1,1.5,2,13,4,10,4,4,1.5,14.0,0.6087
FKID003625,unplanned,13.0272956,77.5421344,"Mumbai Bengaluru Highway, Cardinal One, Industrial Suburb, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",water_logging,False,2024-04-03 07:18:03.945000+00:00,,closed,yes,,unknown,,Tumkur Road,High,1,Yeshwanthpura,West Zone 1,,2.0,Wednesday,7.0,18.0,4.0,April,2024-04-03,14,2024,14_2024,12,early_morning,morning,1,1.5,19,13,9,10,4,4,1.5,10.0,0.4348
FKID003626,unplanned,12.9683974,77.5749309,"AS Char Main Road, Santhusapete, Chickpete, Bengaluru, Karnataka. Pin-560053 (India)",water_logging,False,2024-04-03 07:20:15.648000+00:00,,active,yes,chikapete circle toword s sulatanpete cross water longing sir  vehicle moment slow sir...,unknown,,Non-corridor,Low,1,City Market,Unknown,,2.0,Wednesday,7.0,20.0,4.0,April,2024-04-03,14,2024,14_2024,12,early_morning,morning,0,1.5,11,13,8,10,4,4,1.0,21.0,0.913
FKID003627,unplanned,12.9683621,77.5749043,"Old Tharagupete Road, Santhusapete, Chickpete, Bengaluru, Karnataka. Pin-560053 (India)",water_logging,False,2024-04-03 07:16:23.425000+00:00,,active,yes,chikapete circle toword s [LOCATION] croos water longing sir vehicle  slow moving sir...,unknown,,Non-corridor,Low,1,City Market,Unknown,,2.0,Wednesday,7.0,16.0,4.0,April,2024-04-03,14,2024,14_2024,12,early_morning,morning,0,1.5,11,13,8,10,4,4,1.0,21.0,0.913
FKID003628,unplanned,13.115836,77.5783772,"Doddaballapur Main Road, Isak Layout, Anantapura, Bengaluru, Karnataka. Pin-560064 (India)",others,False,2024-04-03 07:20:58.087000+00:00,,closed,yes,tree falling sir,unknown,,Non-corridor,Low,1,Yelahanka,Unknown,,2.0,Wednesday,7.0,20.0,4.0,April,2024-04-03,14,2024,14_2024,12,early_morning,morning,0,0.8,11,4,8,10,4,4,1.0,21.0,0.913
FKID003629,unplanned,12.9805205,77.5708724,"Bhashyam Main Road, Sangolli Rayanna Circle, Majestic, Bengaluru, Karnataka. Pin-560023 (India)",water_logging,False,2024-04-03 07:22:49.883000+00:00,,closed,yes,,unknown,,Non-corridor,Low,1,Chamarajpet,Unknown,,2.0,Wednesday,7.0,22.0,4.0,April,2024-04-03,14,2024,14_2024,12,early_morning,morning,0,1.5,11,13,8,10,4,4,1.0,21.0,0.913
FKID003630,unplanned,13.03322531,77.72154725,"Bhattarahalli, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560049, India",accident,False,2023-11-28 04:13:02.377000+00:00,,closed,yes,Accident,unknown,,Non-corridor,Low,2,K.R. Pura,East Zone 2,,1.0,Tuesday,4.0,13.0,11.0,November,2023-11-28,48,2023,48_2023,9,midnight,morning,0,3.0,11,0,3,10,4,4,2.0,21.0,0.913
FKID003631,unplanned,12.9634233,77.5675933,"BGS Flyover, Anandpuram, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)",water_logging,False,2024-04-03 07:24:11.255000+00:00,,closed,yes,[PERSON] on flyover towards market circle,unknown,,Mysore Road,High,1,Chamarajpet,West Zone 1,,2.0,Wednesday,7.0,24.0,4.0,April,2024-04-03,14,2024,14_2024,12,early_morning,morning,1,1.5,10,13,9,10,4,4,1.5,14.0,0.6087
FKID003632,unplanned,12.9591301,77.7464985,"Whitefield Main Road, Shree Sai Harshaa Tower, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",water_logging,False,2024-04-03 07:23:07.667000+00:00,,active,yes,"Due to heavy rain, traffic is moving slowly due to traffic jams.",unknown,,Varthur Road,High,1,Whitefield,Unknown,,2.0,Wednesday,7.0,23.0,4.0,April,2024-04-03,14,2024,14_2024,12,early_morning,morning,1,1.5,20,13,8,10,4,4,1.5,2.0,0.087
FKID003633,unplanned,13.0289627,77.5786285,"2nd Cross Road, Ganga Nagar, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",tree_fall,True,2024-04-03 07:26:06.765000+00:00,,closed,yes,[PERSON] main road,unknown,,Non-corridor,Low,1,Kodigehalli,Unknown,,2.0,Wednesday,7.0,26.0,4.0,April,2024-04-03,14,2024,14_2024,12,early_morning,morning,0,1.2,11,10,8,10,4,4,1.0,21.0,0.913
FKID003634,unplanned,12.9590844,77.7465505,"Whitefield Main Road, Shree Sai Harshaa Tower, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",water_logging,False,2024-04-03 07:20:53.423000+00:00,,closed,yes,Watter log in varthur [PERSON] near nexas [LOCATION],unknown,,Varthur Road,High,1,Whitefield,Unknown,,2.0,Wednesday,7.0,20.0,4.0,April,2024-04-03,14,2024,14_2024,12,early_morning,morning,1,1.5,20,13,8,10,4,4,1.5,2.0,0.087
FKID003635,unplanned,13.1071128,77.60332,"4th Cross Road, Krishnaja Avenue, Maruthi Nagar, Palanahalli, Bengaluru, Karnataka. Pin-560064 (India)",water_logging,False,2024-04-03 07:34:34.496000+00:00,,closed,yes,water logging on kogilu cross on flyover towards city traffic movement is slow moving sir,unknown,,Bellary Road 2,High,1,Yelahanka,North Zone 2,,2.0,Wednesday,7.0,34.0,4.0,April,2024-04-03,14,2024,14_2024,13,early_morning,afternoon,1,1.5,3,13,5,10,0,0,1.5,5.0,0.2174
FKID003636,unplanned,13.0414722,77.5469943,"Outer Ring Road, Renaissance Reserva, Muthyala Nagar, Bengaluru, Karnataka. Pin-560054 (India)",vehicle_breakdown,False,2024-04-03 05:31:32.100000+00:00,,closed,yes,Due to engine problem it's off roaded near [LOCATION] towards gg palya,lcv,FKN00GL1853,ORR North 2,High,1,Jalahalli,North Zone 2,,2.0,Wednesday,5.0,31.0,4.0,April,2024-04-03,14,2024,14_2024,11,early_morning,morning,1,1.0,15,11,5,4,4,4,1.5,13.0,0.5652
FKID003637,unplanned,13.0218972,77.5518195,"Mumbai Bengaluru Highway, Dr Ambedkar Nagar, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",tree_fall,False,2024-04-03 07:42:22.344000+00:00,,closed,no,,unknown,,Tumkur Road,High,1,Yeshwanthpura,West Zone 1,,2.0,Wednesday,7.0,42.0,4.0,April,2024-04-03,14,2024,14_2024,13,early_morning,afternoon,1,1.2,19,10,9,10,0,0,1.5,5.0,0.2174
FKID003638,unplanned,12.9978644,77.5514768,"Padmabhushan Dr MC Modi Road, Star Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",vehicle_breakdown,False,2024-04-03 05:16:19.712000+00:00,,closed,yes,,bmtc_bus,FKN00GL1852,West of Chord Road,High,1,Rajajinagar,West Zone 1,,2.0,Wednesday,5.0,16.0,4.0,April,2024-04-03,14,2024,14_2024,10,early_morning,morning,1,1.0,21,11,9,1,4,4,1.5,5.0,0.2174
FKID003639,unplanned,12.97321487,77.56752566,"Binny Mill Main Road, Railway Quarters, Subhash Nagar, Sevashrama, Bengaluru, Karnataka. Pin-560023 (India)",water_logging,False,2024-04-03 07:41:07.365000+00:00,,active,yes,[PERSON] under pass water logging vehicle movement slow sir,unknown,,Non-corridor,Low,1,Chamarajpet,Unknown,,2.0,Wednesday,7.0,41.0,4.0,April,2024-04-03,14,2024,14_2024,13,early_morning,afternoon,0,1.5,11,13,8,10,0,0,1.0,18.0,0.7826
FKID003640,unplanned,12.97135887,77.56655109,"Binny Mill Main Road, Sevashrama, Bengaluru, Karnataka. Pin-560023 (India)",water_logging,False,2024-04-03 07:43:26.029000+00:00,,closed,yes,[LOCATION] under pass water logging vehicle movement slow sir,unknown,,Non-corridor,Low,1,Magadi Road,Unknown,,2.0,Wednesday,7.0,43.0,4.0,April,2024-04-03,14,2024,14_2024,13,early_morning,afternoon,0,1.5,11,13,8,10,0,0,1.0,18.0,0.7826
FKID003641,unplanned,13.0287539,77.5789947,"Dr Rajgopal Road, Ganga Nagar, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",tree_fall,True,2024-04-03 07:43:56.285000+00:00,,active,yes,,unknown,,Non-corridor,Low,1,Kodigehalli,Unknown,,2.0,Wednesday,7.0,43.0,4.0,April,2024-04-03,14,2024,14_2024,13,early_morning,afternoon,0,1.2,11,10,8,10,0,0,1.0,18.0,0.7826
FKID003642,unplanned,12.9875054,77.7408653,"Whitefield Road, Brigade Tech Park, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",water_logging,False,2024-04-03 07:51:47.304000+00:00,,active,yes,water login,unknown,,Non-corridor,Low,1,Mahadevapura,Unknown,,2.0,Wednesday,7.0,51.0,4.0,April,2024-04-03,14,2024,14_2024,13,early_morning,afternoon,0,1.5,11,13,8,10,0,0,1.0,18.0,0.7826
FKID003643,unplanned,12.9902133,77.766255,"FCI Main Road, Muneshwara Layout, Kadugodi, Bengaluru, Karnataka. Pin-560067 (India)",tree_fall,False,2024-04-03 07:55:49.960000+00:00,,closed,yes,,unknown,,Non-corridor,Low,1,Mahadevapura,Unknown,,2.0,Wednesday,7.0,55.0,4.0,April,2024-04-03,14,2024,14_2024,13,early_morning,afternoon,0,1.2,11,10,8,10,0,0,1.0,18.0,0.7826
FKID003644,unplanned,13.0423168,77.5143636,"Mumbai Bengaluru Highway, Krishna Gowda Layout, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)",water_logging,False,2024-04-03 08:00:10.675000+00:00,,closed,yes,[LOCATION] station on flyover water logging traffic one side slow movement,unknown,,Tumkur Road,High,1,Peenya,West Zone 1,,2.0,Wednesday,8.0,0.0,4.0,April,2024-04-03,14,2024,14_2024,13,early_morning,afternoon,1,1.5,19,13,9,10,0,0,1.5,5.0,0.2174
FKID003645,unplanned,13.0588906,77.5590847,"Doddabommasandra Ramachandrapura Road, Jayalakshmamma Layout, Dodda Bommasandra, Bengaluru, Karnataka. Pin-560097 (India)",tree_fall,True,2024-04-03 08:05:41.472000+00:00,,active,yes,ಮರವು ರಸ್ತೆಗೆ ಬಿದ್ದಿದ್ದು ಬಿಎಲ್ ಜಾಲಹಳ್ಳಿ ಸಂಚಾರ ಪೊಲೀಸ್ ಸ್ಟೇಷನ್ ಮಾಡಬೇಕಾಗಿರುತ್ತದೆ,unknown,,Non-corridor,Low,1,Jalahalli,Unknown,,2.0,Wednesday,8.0,5.0,4.0,April,2024-04-03,14,2024,14_2024,13,early_morning,afternoon,0,1.2,11,10,8,10,0,0,1.0,18.0,0.7826
FKID003646,unplanned,13.0663967,77.5703,"Kodigehalli Road, Virupakshapura, Bengaluru, Karnataka. Pin-560097 (India)",tree_fall,False,2024-04-03 08:11:10.199000+00:00,,active,yes,thindlu Main road towards ganesh temple,unknown,,Non-corridor,Low,1,Kodigehalli,Unknown,,2.0,Wednesday,8.0,11.0,4.0,April,2024-04-03,14,2024,14_2024,13,early_morning,afternoon,0,1.2,11,10,8,10,0,0,1.0,18.0,0.7826
FKID003647,unplanned,13.0352824,77.5370657,"Unnamed Road, CMTI Quarters, Peenya, Bengaluru, Karnataka. Pin-560022 (India)",tree_fall,False,2024-04-03 08:34:39.394000+00:00,,active,yes,bfw towards mes road,unknown,,Non-corridor,Low,1,Jalahalli,Unknown,,2.0,Wednesday,8.0,34.0,4.0,April,2024-04-03,14,2024,14_2024,14,early_morning,afternoon,0,1.2,11,10,8,10,0,0,1.0,18.0,0.7826
FKID003648,unplanned,13.0423867,77.5143903,"Mumbai Bengaluru Highway, Krishna Gowda Layout, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)",vehicle_breakdown,False,2024-04-03 08:31:52.609000+00:00,,closed,yes,Jalahalli metro station on flyover LCV vehicle off-road towards parle toll traffic one side movement,lcv,FKN00GL1854,Tumkur Road,High,1,Peenya,West Zone 1,,2.0,Wednesday,8.0,31.0,4.0,April,2024-04-03,14,2024,14_2024,14,early_morning,afternoon,1,1.0,19,11,9,4,0,0,1.5,5.0,0.2174
FKID003649,unplanned,13.0938474,77.5970214,"Bellary Road, Concorde Mayfair, KHB Colony, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",vehicle_breakdown,False,2024-04-03 08:14:25.040000+00:00,,closed,yes,k,private_car,FKN00GL1855,Bellary Road 2,High,1,Yelahanka,North Zone 2,,2.0,Wednesday,8.0,14.0,4.0,April,2024-04-03,14,2024,14_2024,13,early_morning,afternoon,1,1.0,3,11,5,7,0,0,1.5,5.0,0.2174
FKID003650,unplanned,13.0117307,77.5519405,"Da Ra Bendre Road, Kirloskar Foundry, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",tree_fall,False,2024-04-03 08:35:45.197000+00:00,,closed,yes,,unknown,,West of Chord Road,High,1,Malleshwaram,West Zone 1,,2.0,Wednesday,8.0,35.0,4.0,April,2024-04-03,14,2024,14_2024,14,early_morning,afternoon,1,1.2,21,10,9,10,0,0,1.5,3.0,0.1304
FKID003651,unplanned,13.0389135,77.5201138,"Mumbai Bengaluru Highway, Vivekanand Nagar, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",vehicle_breakdown,False,2024-04-03 08:44:43.840000+00:00,,closed,yes,Jalahalli metro station on flyover car off-road towards parle toll traffic one side movement,private_car,FKN00GL1856,Tumkur Road,High,1,Peenya,West Zone 1,,2.0,Wednesday,8.0,44.0,4.0,April,2024-04-03,14,2024,14_2024,14,early_morning,afternoon,1,1.0,19,11,9,7,0,0,1.5,5.0,0.2174
FKID003652,unplanned,13.0412729,77.5288551,"Pipeline Road, Industrial Area Phase 1, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",tree_fall,False,2024-04-03 08:45:24.544000+00:00,,active,yes,tree has fallen on bfw road towards [LOCATION] stop road traffic no movement,unknown,,Non-corridor,Low,1,Jalahalli,Unknown,,2.0,Wednesday,8.0,45.0,4.0,April,2024-04-03,14,2024,14_2024,14,early_morning,afternoon,0,1.2,11,10,8,10,0,0,1.0,18.0,0.7826
FKID003653,unplanned,13.0412713,77.5294692,"Pipeline Road, Industrial Area Phase 1, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",tree_fall,False,2024-04-03 08:46:55.832000+00:00,,active,yes,tree has fallen on bfw road towards [LOCATION] stand traffic no movement,unknown,,Non-corridor,Low,1,Jalahalli,Unknown,,2.0,Wednesday,8.0,46.0,4.0,April,2024-04-03,14,2024,14_2024,14,early_morning,afternoon,0,1.2,11,10,8,10,0,0,1.0,18.0,0.7826
FKID003654,unplanned,13.0020662,77.6630465,"MBT Road, Gopalan Aristocrat, Kasturi Nagar, Banaswadi, Bengaluru, Karnataka. Pin-560043 (India)",congestion,False,2024-04-03 06:41:19.629000+00:00,,closed,no,water logging,unknown,,ORR North 1,High,1,Banaswadi,North Zone 1,,2.0,Wednesday,6.0,41.0,4.0,April,2024-04-03,14,2024,14_2024,12,early_morning,morning,1,2.0,14,1,4,10,4,4,1.5,8.0,0.3478
FKID003655,unplanned,12.9507593,77.5373271,"Mysore Road, Bhel Circle, Deepanjali Nagar, Bengaluru, Karnataka. Pin-560026 (India)",vehicle_breakdown,False,2024-04-03 09:49:00.728000+00:00,,closed,yes,,private_bus,FKN00GL1857,West of Chord Road,High,1,Byatarayanapura,West Zone 1,,2.0,Wednesday,9.0,49.0,4.0,April,2024-04-03,14,2024,14_2024,15,morning,afternoon,1,1.0,21,11,9,6,0,0,1.5,3.0,0.1304
FKID003656,unplanned,12.929437,77.6833151,"Outer Ring Road, Novotel Tech Park, Kariyammana Agrahara, Bengaluru, Karnataka. Pin-560103 (India)",vehicle_breakdown,False,2024-04-03 09:47:32.150000+00:00,,closed,yes,ನಮಸ್ಕಾರ ಸರ್,private_bus,FKN00GL1858,ORR East 1,High,1,HAL Old Airport,East Zone 1,,2.0,Wednesday,9.0,47.0,4.0,April,2024-04-03,14,2024,14_2024,15,morning,afternoon,1,1.0,12,11,2,6,0,0,1.5,4.0,0.1739
FKID003657,unplanned,13.0231428,77.5221329,"9th Main Road, Duggalamma Badavane, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",tree_fall,True,2024-04-03 10:16:05.969000+00:00,,closed,yes,,unknown,,Non-corridor,Low,1,Peenya,Unknown,,2.0,Wednesday,10.0,16.0,4.0,April,2024-04-03,14,2024,14_2024,15,morning,afternoon,0,1.2,11,10,8,10,0,0,1.0,18.0,0.7826
FKID003658,unplanned,12.9615128,77.631036,"Old Airport Road, Agaram, Bengaluru, Karnataka. Pin-560007 (India)",water_logging,False,2024-04-03 11:10:16.787000+00:00,,active,yes,near commando hospital,unknown,,Non-corridor,Low,1,Halasur,Unknown,,2.0,Wednesday,11.0,10.0,4.0,April,2024-04-03,14,2024,14_2024,16,morning,afternoon,0,1.5,11,13,8,10,0,0,1.0,18.0,0.7826
FKID003659,unplanned,13.1164051,77.577981,"1st Main Road, Isak Layout, Anantapura, Bengaluru, Karnataka. Pin-560064 (India)",vehicle_breakdown,False,2024-04-03 08:59:23.794000+00:00,,closed,yes,kenchenahalli to wards anathapura gate school bus starting problem sir,others,FKN00GL1859,Non-corridor,Low,1,Yelahanka,Unknown,,2.0,Wednesday,8.0,59.0,4.0,April,2024-04-03,14,2024,14_2024,14,early_morning,afternoon,0,1.0,11,11,8,5,0,0,1.0,18.0,0.7826
FKID003660,unplanned,12.9979397,77.5839711,"Venkataswamy Raju Road, RV Layout, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",vehicle_breakdown,False,2024-04-03 10:52:25.948000+00:00,,closed,yes,,private_bus,FKN00GL1860,Bellary Road 1,High,1,Sadashivanagar,North Zone 1,,2.0,Wednesday,10.0,52.0,4.0,April,2024-04-03,14,2024,14_2024,16,morning,afternoon,1,1.0,2,11,4,6,0,0,1.5,5.0,0.2174
FKID003661,unplanned,12.9666051,77.5872379,"NH 275, Halsuru Gate Police Station Junction, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",vehicle_breakdown,False,2024-04-03 09:34:48.254000+00:00,,closed,yes,,private_bus,FKN00GL1861,Mysore Road,High,1,Halasuru Gate,West Zone 1,,2.0,Wednesday,9.0,34.0,4.0,April,2024-04-03,14,2024,14_2024,15,morning,afternoon,1,1.0,10,11,9,6,0,0,1.5,8.0,0.3478
FKID003662,unplanned,12.9677329,77.7016837,"Outer Ring Road, Dr APJ Abdul Kalam Enclave, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",vehicle_breakdown,True,2024-04-03 18:11:29.109000+00:00,,closed,yes,hgv vechile off road in karthik nagera [LOCATION] to wrode [LOCATION] bringe,heavy_vehicle,FKN00GL1862,ORR East 2,High,1,HAL Old Airport,East Zone 2,,2.0,Wednesday,18.0,11.0,4.0,April,2024-04-03,14,2024,14_2024,23,evening,night,1,1.0,13,11,3,2,5,5,1.5,1.0,0.0435
FKID003663,unplanned,13.0195457,77.7086725,"MBT Road, Zero Tolerance Junction, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)",vehicle_breakdown,False,2024-04-03 19:01:08.053000+00:00,,closed,yes,ಈ ವಾಹನ ಭಟ್ರಹಳ್ಳಿ ಸಿಗ್ನಲ್ ಬಳಿ ತಾಂತ್ರಿಕ ದೋಷದಿಂದ ಕೆಟ್ಟು ನಿಂತಿದ್ದು traffic slow movement sir,truck,FKN00GL1863,Non-corridor,Low,1,K.R. Pura,Unknown,,2.0,Wednesday,19.0,1.0,4.0,April,2024-04-03,14,2024,14_2024,0,evening,midnight,0,1.0,11,11,8,9,3,3,1.0,21.0,0.913
FKID003664,unplanned,13.1352303,77.6170911,"Bengaluru Bellary Road, Bharthi Nagar, Hunasamaranahalli, Bengaluru, Karnataka. Pin-562157 (India)",vehicle_breakdown,False,2024-04-03 19:23:14.276000+00:00,,closed,yes,Hgv vechile off load bharatinagara cross towards city sir,heavy_vehicle,FKN00GL1864,Bellary Road 2,High,1,Yelahanka,North Zone 2,,2.0,Wednesday,19.0,23.0,4.0,April,2024-04-03,14,2024,14_2024,0,evening,midnight,1,1.0,3,11,5,2,3,3,1.5,14.0,0.6087
FKID003665,unplanned,12.9530439,77.5401102,"KR Market Road, Dr Rajkumar Circle, Bapuji Nagar, Bengaluru, Karnataka. Pin-560026 (India)",others,False,2024-04-03 19:08:57.863000+00:00,,closed,yes,couse off battery dead vehicle no start mechanic is coming,unknown,,West of Chord Road,High,1,Byatarayanapura,West Zone 1,,2.0,Wednesday,19.0,8.0,4.0,April,2024-04-03,14,2024,14_2024,0,evening,midnight,1,0.8,21,4,9,10,3,3,1.5,9.0,0.3913
FKID003666,unplanned,12.9607396,77.5126051,"Mallathahalli Road, Block 12, BDA Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",pot_holes,False,2024-04-03 19:34:10.684000+00:00,,active,yes,"ನೆನ್ನೆ ರಾತ್ರಿ ಮಳೆ ಬಂದಿರುವ ಕಾರಣ ರಸ್ತೆ ಗುಂಡಿ ಬಿದ್ದಿರುತ್ತದೆ,",unknown,,Non-corridor,Low,1,Jnanabharathi,Unknown,,2.0,Wednesday,19.0,34.0,4.0,April,2024-04-03,14,2024,14_2024,1,evening,midnight,0,1.0,11,5,8,10,3,3,1.0,21.0,0.913
FKID003667,unplanned,13.05033,77.4913333,"Mumbai Bengaluru Highway, Nanjundeshwara Layout, Chikkabidarakallu, Bengaluru, Karnataka. Pin-560073 (India)",vehicle_breakdown,False,2024-04-03 19:40:08.934000+00:00,,closed,yes,no,lcv,FKN00GL1865,Non-corridor,Low,1,No Police Station,Unknown,,2.0,Wednesday,19.0,40.0,4.0,April,2024-04-03,14,2024,14_2024,1,evening,midnight,0,1.0,11,11,8,4,3,3,1.0,21.0,0.913
FKID003668,unplanned,12.8209099,77.6867811,"Bommasandra Jigani Link Road, Sattva Texonic, Bommasandra Industrial Area, Bommasandra, Bengaluru, Karnataka. Pin-560099 (India)",pot_holes,False,2023-12-23 21:16:11.251000+00:00,,active,yes,[PHONE],unknown,,Non-corridor,Low,1,Electronic City,Unknown,,5.0,Saturday,21.0,16.0,12.0,December,2023-12-23,51,2023,51_2023,2,night,midnight,0,1.0,11,5,8,10,3,3,1.0,22.0,0.9565
