shadow_event_id,corridor,day_of_week,day_name,time_bucket,incident_count,weighted_count,severity_sum,top_cause,lat_centroid,lon_centroid,weeks_present,accident_count,recurrence_score,frequency_score,severity_score,risk_score,probability_score,seri,seri_band,risk_level,corridor_relative_score
SE0266,Magadi Road,6.0,Sunday,midnight,6,9.0,6.0,vehicle_breakdown,12.98344925,77.52621725,6,0,0.2609,0.0291,0.0178,0.0335,0.0335,11.96,Low,Low,0.3158
SE0267,Mysore Road,0.0,Monday,afternoon,6,9.0,5.9,vehicle_breakdown,12.950217799999999,77.5417026,6,0,0.2609,0.0291,0.0175,0.0335,0.0335,11.95,Low,Low,0.1314
SE0268,Bellary Road 2,0.0,Monday,early_morning,6,9.0,5.8,vehicle_breakdown,13.1150827,77.60948376666666,6,0,0.2609,0.0291,0.0172,0.0335,0.0335,11.94,Low,Low,0.2069
SE0269,Bellary Road 2,6.0,Sunday,afternoon,11,16.5,11.5,vehicle_breakdown,13.096401772727273,77.5996651,5,0,0.2174,0.0534,0.0341,0.0613,0.0613,11.51,Low,Low,0.3793
SE0270,Varthur Road,0.0,Monday,midnight,10,15.0,11.0,vehicle_breakdown,12.9565238,77.71706803,5,0,0.2174,0.0485,0.0326,0.0558,0.0558,11.29,Low,Low,1.0
SE0271,Varthur Road,2.0,Wednesday,midnight,10,15.0,10.0,vehicle_breakdown,12.956164476000001,77.709077018,5,0,0.2174,0.0485,0.0297,0.0558,0.0558,11.23,Low,Low,1.0
SE0272,Bannerghata Road,4.0,Friday,afternoon,15,22.5,20.4,water_logging,12.906953179999999,77.60012604666666,4,0,0.1739,0.0728,0.0605,0.0836,0.0836,11.08,Low,Low,0.3061
SE0273,ORR West 1,1.0,Tuesday,midnight,9,13.5,9.8,vehicle_breakdown,12.915411333333333,77.5663811,5,0,0.2174,0.0437,0.0291,0.0502,0.0502,11.03,Low,Low,0.6
SE0274,Tumkur Road,2.0,Wednesday,afternoon,9,13.5,9.7,vehicle_breakdown,13.035451244444443,77.52641027777777,5,0,0.2174,0.0437,0.0288,0.0502,0.0502,11.02,Low,Low,0.2571
SE0275,ORR North 2,2.0,Wednesday,early_morning,9,13.5,9.3,vehicle_breakdown,13.042804566666668,77.55352631111111,5,0,0.2174,0.0437,0.0276,0.0502,0.0502,11.0,Low,Low,0.45
SE0276,IRR(Thanisandra road),5.0,Saturday,morning,9,13.5,9.0,pot_holes,12.936169053333334,77.62494587777778,5,0,0.2174,0.0437,0.0267,0.0502,0.0502,10.98,Low,Low,0.8182
SE0277,ORR East 1,5.0,Saturday,early_morning,9,13.5,9.0,vehicle_breakdown,12.926361433333334,77.6559562,5,0,0.2174,0.0437,0.0267,0.0502,0.0502,10.98,Low,Low,0.36
SE0278,Hennur Main Road,0.0,Monday,midnight,8,12.0,11.5,construction,13.048223325,77.62531695,5,0,0.2174,0.0388,0.0341,0.0446,0.0446,10.93,Low,Low,0.5714
SE0279,ORR North 2,0.0,Monday,midnight,8,12.0,8.3,vehicle_breakdown,13.040833387500001,77.5526381375,5,0,0.2174,0.0388,0.0246,0.0446,0.0446,10.74,Low,Low,0.4
SE0280,ORR North 2,6.0,Sunday,morning,8,12.0,8.0,vehicle_breakdown,13.0418904625,77.5510505375,5,0,0.2174,0.0388,0.0237,0.0446,0.0446,10.72,Low,Low,0.4
SE0281,West of Chord Road,2.0,Wednesday,morning,8,12.0,7.8,vehicle_breakdown,12.992784375,77.5495794875,5,0,0.2174,0.0388,0.0231,0.0446,0.0446,10.71,Low,Low,0.6667
SE0282,Non-corridor,5.0,Saturday,evening,7,8.0,8.8,vehicle_breakdown,12.917788771428572,77.5785723,5,1,0.2174,0.034,0.0261,0.0297,0.0297,10.58,Low,Low,0.0297
SE0283,Bellary Road 2,2.0,Wednesday,afternoon,7,10.5,8.5,vehicle_breakdown,13.103811785714285,77.60164502857143,5,0,0.2174,0.034,0.0252,0.039,0.039,10.56,Low,Low,0.2414
SE0284,Hosur Road,2.0,Wednesday,morning,7,10.5,7.0,vehicle_breakdown,12.907703885714286,77.62975245714286,5,0,0.2174,0.034,0.0208,0.039,0.039,10.47,Low,Low,0.1591
SE0285,Mysore Road,3.0,Thursday,afternoon,7,10.5,6.8,vehicle_breakdown,12.95860147142857,77.56822474285715,5,0,0.2174,0.034,0.0202,0.039,0.039,10.46,Low,Low,0.1533
SE0286,Non-corridor,2.0,Wednesday,night,6,8.0,10.0,vehicle_breakdown,12.977951933333332,77.68968281666666,5,2,0.2174,0.0291,0.0297,0.0297,0.0297,10.45,Low,Low,0.0297
SE0287,Bannerghata Road,5.0,Saturday,early_morning,6,10.5,8.1,others,12.879732883333332,77.59518513333333,5,1,0.2174,0.0291,0.024,0.039,0.039,10.34,Low,Low,0.1429
SE0288,Old Madras Road,1.0,Tuesday,early_morning,6,10.5,8.0,vehicle_breakdown,12.98419725,77.6381589,5,1,0.2174,0.0291,0.0237,0.039,0.039,10.33,Low,Low,0.3043
SE0289,Old Airport Road,5.0,Saturday,morning,6,9.0,7.0,vehicle_breakdown,12.958575083333335,77.66105383333333,5,0,0.2174,0.0291,0.0208,0.0335,0.0335,10.28,Low,Low,1.0
SE0290,Bannerghata Road,1.0,Tuesday,midnight,6,9.0,7.1,vehicle_breakdown,12.906069883333332,77.59959643333333,5,0,0.2174,0.0291,0.0211,0.0335,0.0335,10.28,Low,Low,0.1224
SE0291,Airport New South Road,4.0,Friday,midnight,6,9.0,6.8,vehicle_breakdown,13.031927855,77.63594480666667,5,0,0.2174,0.0291,0.0202,0.0335,0.0335,10.26,Low,Low,0.8571
SE0292,Bellary Road 1,2.0,Wednesday,afternoon,6,9.0,6.7,vehicle_breakdown,13.006522866666666,77.5851072,5,0,0.2174,0.0291,0.0199,0.0335,0.0335,10.26,Low,Low,0.15
SE0293,ORR West 1,5.0,Saturday,early_morning,6,9.0,6.5,vehicle_breakdown,12.914840833333335,77.56889335,5,0,0.2174,0.0291,0.0193,0.0335,0.0335,10.25,Low,Low,0.4
SE0294,West of Chord Road,3.0,Thursday,midnight,6,9.0,6.5,vehicle_breakdown,12.984830283333332,77.54372788333333,5,0,0.2174,0.0291,0.0193,0.0335,0.0335,10.25,Low,Low,0.5
SE0295,Tumkur Road,4.0,Friday,afternoon,6,9.0,6.0,vehicle_breakdown,13.039250516666668,77.5193277,5,0,0.2174,0.0291,0.0178,0.0335,0.0335,10.22,Low,Low,0.1714
SE0296,Varthur Road,3.0,Thursday,morning,6,9.0,6.0,vehicle_breakdown,12.957039631666667,77.70629125166666,5,0,0.2174,0.0291,0.0178,0.0335,0.0335,10.22,Low,Low,0.6
SE0297,West of Chord Road,0.0,Monday,early_morning,6,9.0,5.9,vehicle_breakdown,12.988426136666666,77.54901811166667,5,0,0.2174,0.0291,0.0175,0.0335,0.0335,10.21,Low,Low,0.5
SE0298,Magadi Road,5.0,Saturday,midnight,6,9.0,5.8,vehicle_breakdown,12.985840033333334,77.5200715,5,0,0.2174,0.0291,0.0172,0.0335,0.0335,10.2,Low,Low,0.3158
SE0299,ORR North 2,5.0,Saturday,midnight,6,9.0,5.8,vehicle_breakdown,13.0427747,77.55157446666666,5,0,0.2174,0.0291,0.0172,0.0335,0.0335,10.2,Low,Low,0.3
SE0300,ORR North 2,6.0,Sunday,afternoon,6,9.0,5.8,vehicle_breakdown,13.040739416666668,77.54784451666667,5,0,0.2174,0.0291,0.0172,0.0335,0.0335,10.2,Low,Low,0.3
SE0301,CBD 2,2.0,Wednesday,midnight,6,9.0,5.6,vehicle_breakdown,12.982047016666668,77.59554151666667,5,0,0.2174,0.0291,0.0166,0.0335,0.0335,10.19,Low,Low,0.6667
SE0302,ORR North 1,0.0,Monday,early_morning,5,9.0,7.5,vehicle_breakdown,13.024904000000001,77.62842470000001,5,1,0.2174,0.0243,0.0222,0.0335,0.0335,10.11,Low,Low,0.24
SE0303,West of Chord Road,6.0,Sunday,afternoon,5,9.0,7.0,vehicle_breakdown,12.98915078,77.54987254,5,1,0.2174,0.0243,0.0208,0.0335,0.0335,10.08,Low,Low,0.5
SE0304,Airport New South Road,0.0,Monday,midnight,5,7.5,6.1,vehicle_breakdown,13.03539662,77.63776154,5,0,0.2174,0.0243,0.0181,0.0279,0.0279,10.03,Low,Low,0.7143
SE0305,Old Airport Road,3.0,Thursday,morning,5,7.5,6.0,vehicle_breakdown,12.960413549999998,77.65633978999999,5,0,0.2174,0.0243,0.0178,0.0279,0.0279,10.02,Low,Low,0.8333
SE0306,IRR(Thanisandra road),5.0,Saturday,midnight,5,7.5,6.0,pot_holes,12.929782280000001,77.62405196,5,0,0.2174,0.0243,0.0178,0.0279,0.0279,10.02,Low,Low,0.4545
SE0307,Old Airport Road,2.0,Wednesday,morning,5,7.5,5.6,others,12.95964794,77.65720732,5,0,0.2174,0.0243,0.0166,0.0279,0.0279,10.0,Low,Low,0.8333
SE0308,CBD 2,5.0,Saturday,morning,5,7.5,5.5,vehicle_breakdown,12.983633220000002,77.59616838,5,0,0.2174,0.0243,0.0163,0.0279,0.0279,9.99,Low,Low,0.5556
SE0309,Bannerghata Road,4.0,Friday,morning,5,7.5,5.3,vehicle_breakdown,12.89574266,77.59817318,5,0,0.2174,0.0243,0.0157,0.0279,0.0279,9.98,Low,Low,0.102
SE0310,Bannerghata Road,5.0,Saturday,midnight,5,7.5,5.2,vehicle_breakdown,12.90938762,77.59924487999999,5,0,0.2174,0.0243,0.0154,0.0279,0.0279,9.98,Low,Low,0.102
SE0311,ORR North 2,1.0,Tuesday,early_morning,5,7.5,5.1,vehicle_breakdown,13.04220716,77.55678942,5,0,0.2174,0.0243,0.0151,0.0279,0.0279,9.97,Low,Low,0.25
SE0312,ORR East 1,1.0,Tuesday,night,5,7.5,5.0,vehicle_breakdown,12.929441739999998,77.68305944,5,0,0.2174,0.0243,0.0148,0.0279,0.0279,9.96,Low,Low,0.2
SE0313,Tumkur Road,0.0,Monday,afternoon,5,7.5,5.0,vehicle_breakdown,13.034958499999998,77.52656056000001,5,0,0.2174,0.0243,0.0148,0.0279,0.0279,9.96,Low,Low,0.1429
SE0314,IRR(Thanisandra road),4.0,Friday,early_morning,11,16.5,11.3,pot_holes,12.928934463636363,77.62278258181817,4,0,0.1739,0.0534,0.0335,0.0613,0.0613,9.76,Low,Low,1.0
SE0315,IRR(Thanisandra road),4.0,Friday,midnight,9,13.5,10.1,pot_holes,12.928651611111112,77.62267696666667,4,0,0.1739,0.0437,0.03,0.0502,0.0502,9.3,Low,Low,0.8182
SE0316,ORR East 1,4.0,Friday,morning,8,12.0,8.5,vehicle_breakdown,12.92773293125,77.6715081725,4,0,0.1739,0.0388,0.0252,0.0446,0.0446,9.01,Low,Low,0.32
SE0317,West of Chord Road,1.0,Tuesday,morning,7,10.5,8.0,vehicle_breakdown,12.991855815714286,77.54624021714287,4,0,0.1739,0.034,0.0237,0.039,0.039,8.79,Low,Low,0.5833
SE0318,ORR West 1,2.0,Wednesday,morning,7,10.5,7.0,vehicle_breakdown,12.926689829999999,77.54935129571429,4,0,0.1739,0.034,0.0208,0.039,0.039,8.73,Low,Low,0.4667
SE0319,CBD 2,4.0,Friday,midnight,6,10.5,8.8,water_logging,12.982751985,77.594737215,4,1,0.1739,0.0291,0.0261,0.039,0.039,8.64,Low,Low,0.7778
SE0320,Old Madras Road,0.0,Monday,afternoon,6,10.5,8.0,vehicle_breakdown,12.9836873,77.64033523333333,4,1,0.1739,0.0291,0.0237,0.039,0.039,8.59,Low,Low,0.3043
SE0321,Non-corridor,3.0,Thursday,night,6,6.0,6.2,vehicle_breakdown,13.018498933333333,77.64947211666667,4,0,0.1739,0.0291,0.0184,0.0223,0.0223,8.49,Low,Low,0.0223
SE0322,Hennur Main Road,1.0,Tuesday,midnight,5,7.5,8.3,congestion,13.04055342,77.623667652,4,0,0.1739,0.0243,0.0246,0.0279,0.0279,8.42,Low,Low,0.3571
SE0323,Bellary Road 1,0.0,Monday,afternoon,5,9.0,7.8,vehicle_breakdown,13.02883076,77.58682872,4,1,0.1739,0.0243,0.0231,0.0335,0.0335,8.39,Low,Low,0.15
SE0324,Old Airport Road,4.0,Friday,midnight,5,9.0,6.8,accident,12.957598167999999,77.6740102,4,1,0.1739,0.0243,0.0202,0.0335,0.0335,8.33,Low,Low,1.0
SE0325,IRR(Thanisandra road),2.0,Wednesday,midnight,5,7.5,6.3,water_logging,12.93069002,77.62406066,4,0,0.1739,0.0243,0.0187,0.0279,0.0279,8.3,Low,Low,0.4545
SE0326,Magadi Road,4.0,Friday,early_morning,5,7.5,6.0,vehicle_breakdown,12.986364560000002,77.51901342,4,0,0.1739,0.0243,0.0178,0.0279,0.0279,8.28,Low,Low,0.2632
SE0327,CBD 2,0.0,Monday,early_morning,5,7.5,5.5,pot_holes,12.983223259999999,77.5965358,4,0,0.1739,0.0243,0.0163,0.0279,0.0279,8.25,Low,Low,0.5556
SE0328,Airport New South Road,2.0,Wednesday,midnight,5,7.5,5.5,vehicle_breakdown,13.03062426,77.63526576,4,0,0.1739,0.0243,0.0163,0.0279,0.0279,8.25,Low,Low,0.7143
SE0329,ORR East 2,2.0,Wednesday,early_morning,5,7.5,5.3,vehicle_breakdown,12.9876276,77.6876946,4,0,0.1739,0.0243,0.0157,0.0279,0.0279,8.24,Low,Low,0.1724
SE0330,ORR East 1,4.0,Friday,early_morning,5,7.5,5.2,vehicle_breakdown,12.925842059999999,77.66981392,4,0,0.1739,0.0243,0.0154,0.0279,0.0279,8.24,Low,Low,0.2
SE0331,ORR North 1,5.0,Saturday,early_morning,5,7.5,5.3,vehicle_breakdown,13.02795712,77.61143564,4,0,0.1739,0.0243,0.0157,0.0279,0.0279,8.24,Low,Low,0.2
SE0332,Bannerghata Road,6.0,Sunday,early_morning,5,7.5,5.1,vehicle_breakdown,12.88038118,77.59559894,4,0,0.1739,0.0243,0.0151,0.0279,0.0279,8.23,Low,Low,0.102
SE0333,West of Chord Road,6.0,Sunday,early_morning,5,7.5,5.0,vehicle_breakdown,12.97278732,77.5447877,4,0,0.1739,0.0243,0.0148,0.0279,0.0279,8.22,Low,Low,0.4167
SE0334,ORR West 1,1.0,Tuesday,early_morning,5,7.5,5.0,vehicle_breakdown,12.926945738,77.54802092,4,0,0.1739,0.0243,0.0148,0.0279,0.0279,8.22,Low,Low,0.3333
SE0335,Bannerghata Road,0.0,Monday,early_morning,5,7.5,5.0,vehicle_breakdown,12.91579764,77.60054384,4,0,0.1739,0.0243,0.0148,0.0279,0.0279,8.22,Low,Low,0.102
SE0336,Magadi Road,6.0,Sunday,early_morning,5,7.5,4.8,vehicle_breakdown,12.98258376,77.53435332000001,4,0,0.1739,0.0243,0.0142,0.0279,0.0279,8.21,Low,Low,0.2632
SE0337,Old Airport Road,1.0,Tuesday,early_morning,4,7.5,6.0,vehicle_breakdown,12.9578575,77.677483575,4,1,0.1739,0.0194,0.0178,0.0279,0.0279,8.09,Low,Low,0.8333
SE0338,Airport New South Road,1.0,Tuesday,midnight,4,6.0,5.0,vehicle_breakdown,13.0338033,77.637072875,4,0,0.1739,0.0194,0.0148,0.0223,0.0223,8.03,Low,Low,0.5714
SE0339,ORR East 1,6.0,Sunday,morning,4,6.0,5.0,construction,12.935829875,77.6907356,4,0,0.1739,0.0194,0.0148,0.0223,0.0223,8.03,Low,Low,0.16
SE0340,Airport New South Road,5.0,Saturday,morning,4,6.0,5.1,construction,13.03679105,77.639160725,4,0,0.1739,0.0194,0.0151,0.0223,0.0223,8.03,Low,Low,0.5714
SE0341,CBD 2,1.0,Tuesday,midnight,4,6.0,5.0,water_logging,12.98239755,77.59426695,4,0,0.1739,0.0194,0.0148,0.0223,0.0223,8.03,Low,Low,0.4444
SE0342,CBD 2,0.0,Monday,midnight,4,6.0,4.6,water_logging,12.98374375,77.595454675,4,0,0.1739,0.0194,0.0136,0.0223,0.0223,8.0,Low,Low,0.4444
SE0343,West of Chord Road,6.0,Sunday,morning,4,6.0,4.5,vehicle_breakdown,13.00237465,77.54941005,4,0,0.1739,0.0194,0.0133,0.0223,0.0223,8.0,Low,Low,0.3333
SE0344,ORR East 1,2.0,Wednesday,afternoon,4,6.0,4.5,vehicle_breakdown,12.92417255,77.669424125,4,0,0.1739,0.0194,0.0133,0.0223,0.0223,8.0,Low,Low,0.16
SE0345,IRR(Thanisandra road),3.0,Thursday,midnight,4,6.0,4.6,water_logging,12.927551600000001,77.621092325,4,0,0.1739,0.0194,0.0136,0.0223,0.0223,8.0,Low,Low,0.3636
SE0346,CBD 2,1.0,Tuesday,early_morning,4,6.0,4.4,vehicle_breakdown,12.9791472,77.597654175,4,0,0.1739,0.0194,0.0131,0.0223,0.0223,7.99,Low,Low,0.4444
SE0347,ORR West 1,6.0,Sunday,midnight,4,6.0,4.1,vehicle_breakdown,12.9316186,77.545682075,4,0,0.1739,0.0194,0.0122,0.0223,0.0223,7.98,Low,Low,0.2667
SE0348,Varthur Road,3.0,Thursday,midnight,4,6.0,4.1,vehicle_breakdown,12.95683078,77.71612284,4,0,0.1739,0.0194,0.0122,0.0223,0.0223,7.98,Low,Low,0.4
SE0349,CBD 2,4.0,Friday,early_morning,4,6.0,4.2,road_conditions,12.97968427,77.59686304,4,0,0.1739,0.0194,0.0125,0.0223,0.0223,7.98,Low,Low,0.4444
SE0350,IRR(Thanisandra road),6.0,Sunday,midnight,4,6.0,4.1,vehicle_breakdown,12.930310175,77.62422575,4,0,0.1739,0.0194,0.0122,0.0223,0.0223,7.98,Low,Low,0.3636
SE0351,West of Chord Road,6.0,Sunday,midnight,4,6.0,4.0,vehicle_breakdown,12.989794074999999,77.5477998,4,0,0.1739,0.0194,0.0119,0.0223,0.0223,7.97,Low,Low,0.3333
SE0352,Old Airport Road,4.0,Friday,morning,4,6.0,4.0,vehicle_breakdown,12.960591875,77.6466503,4,0,0.1739,0.0194,0.0119,0.0223,0.0223,7.97,Low,Low,0.6667
SE0353,Bannerghata Road,2.0,Wednesday,morning,4,6.0,4.0,pot_holes,12.891181750000001,77.596034475,4,0,0.1739,0.0194,0.0119,0.0223,0.0223,7.97,Low,Low,0.0816
SE0354,IRR(Thanisandra road),1.0,Tuesday,morning,4,6.0,4.0,vehicle_breakdown,12.936910325,77.62668550000001,4,0,0.1739,0.0194,0.0119,0.0223,0.0223,7.97,Low,Low,0.3636
SE0355,West of Chord Road,3.0,Thursday,early_morning,4,6.0,4.0,vehicle_breakdown,12.976353575000001,77.544225,4,0,0.1739,0.0194,0.0119,0.0223,0.0223,7.97,Low,Low,0.3333
SE0356,Varthur Road,1.0,Tuesday,morning,4,6.0,4.0,vehicle_breakdown,12.95761095,77.713720075,4,0,0.1739,0.0194,0.0119,0.0223,0.0223,7.97,Low,Low,0.4
SE0357,ORR East 1,1.0,Tuesday,early_morning,4,6.0,3.8,vehicle_breakdown,12.934292150000001,77.674768175,4,0,0.1739,0.0194,0.0113,0.0223,0.0223,7.96,Low,Low,0.16
SE0358,Hennur Main Road,6.0,Sunday,morning,4,6.0,3.8,vehicle_breakdown,13.06337928,77.63117594250001,4,0,0.1739,0.0194,0.0113,0.0223,0.0223,7.96,Low,Low,0.2857
SE0359,Magadi Road,6.0,Sunday,afternoon,4,6.0,3.8,procession,12.982795575,77.5328391,4,0,0.1739,0.0194,0.0113,0.0223,0.0223,7.96,Low,Low,0.2105
SE0360,Magadi Road,2.0,Wednesday,afternoon,4,6.0,3.8,vehicle_breakdown,12.98729935,77.514743325,4,0,0.1739,0.0194,0.0113,0.0223,0.0223,7.96,Low,Low,0.2105
SE0361,Old Airport Road,0.0,Monday,midnight,4,6.0,3.8,vehicle_breakdown,12.9578192,77.66423689999999,4,0,0.1739,0.0194,0.0113,0.0223,0.0223,7.96,Low,Low,0.6667
SE0362,Hosur Road,0.0,Monday,morning,4,6.0,3.9,vehicle_breakdown,12.927826675,77.6172675,4,0,0.1739,0.0194,0.0116,0.0223,0.0223,7.96,Low,Low,0.0909
SE0363,CBD 2,1.0,Tuesday,morning,4,6.0,3.6,vehicle_breakdown,12.983201325,77.596637825,4,0,0.1739,0.0194,0.0107,0.0223,0.0223,7.95,Low,Low,0.4444
SE0364,West of Chord Road,4.0,Friday,early_morning,4,6.0,3.6,vehicle_breakdown,12.981780780000001,77.547717135,4,0,0.1739,0.0194,0.0107,0.0223,0.0223,7.95,Low,Low,0.3333
SE0365,ORR West 1,4.0,Friday,morning,7,13.5,11.3,vehicle_breakdown,12.913252371428571,77.56927929999999,3,2,0.1304,0.034,0.0335,0.0502,0.0502,7.25,Low,Low,0.6
SE0366,ORR East 1,5.0,Saturday,afternoon,14,21.0,14.0,pot_holes,12.930589921428572,77.68483491428572,2,0,0.087,0.068,0.0415,0.0781,0.0781,7.03,Low,Low,0.56
SE0367,IRR(Thanisandra road),3.0,Thursday,morning,6,9.0,6.7,pot_holes,12.960784566666666,77.63691505,3,0,0.1304,0.0291,0.0199,0.0335,0.0335,6.78,Low,Low,0.5455
SE0368,CBD 2,3.0,Thursday,morning,6,9.0,6.4,vehicle_breakdown,13.000465483333334,77.57590121666668,3,0,0.1304,0.0291,0.019,0.0335,0.0335,6.76,Low,Low,0.6667
SE0369,IRR(Thanisandra road),5.0,Saturday,early_morning,6,9.0,6.0,pot_holes,12.938597016666668,77.6251688,3,0,0.1304,0.0291,0.0178,0.0335,0.0335,6.74,Low,Low,0.5455
SE0370,West of Chord Road,2.0,Wednesday,afternoon,6,9.0,5.6,others,12.976537416666666,77.5407158,3,0,0.1304,0.0291,0.0166,0.0335,0.0335,6.71,Low,Low,0.5
SE0371,Hennur Main Road,2.0,Wednesday,morning,5,7.5,7.0,vehicle_breakdown,13.04043296,77.62324284,3,0,0.1304,0.0243,0.0208,0.0279,0.0279,6.6,Low,Low,0.3571
SE0372,Old Airport Road,3.0,Thursday,midnight,5,7.5,6.8,congestion,12.958461260000002,77.662698,3,0,0.1304,0.0243,0.0202,0.0279,0.0279,6.59,Low,Low,0.8333
SE0373,Non-corridor,0.0,Monday,evening,5,5.0,6.5,vehicle_breakdown,12.98962644,77.5865119,3,0,0.1304,0.0243,0.0193,0.0186,0.0186,6.57,Low,Low,0.0186
SE0374,ORR North 1,6.0,Sunday,early_morning,5,7.5,5.8,vehicle_breakdown,13.04111504,77.61544713999999,3,0,0.1304,0.0243,0.0172,0.0279,0.0279,6.53,Low,Low,0.2
SE0375,Hennur Main Road,3.0,Thursday,early_morning,5,7.5,5.2,vehicle_breakdown,13.06828708,77.62810308,3,0,0.1304,0.0243,0.0154,0.0279,0.0279,6.5,Low,Low,0.3571
SE0376,ORR West 1,6.0,Sunday,morning,5,7.5,5.3,vehicle_breakdown,12.92567318,77.55642426,3,0,0.1304,0.0243,0.0157,0.0279,0.0279,6.5,Low,Low,0.3333
SE0377,ORR East 2,2.0,Wednesday,morning,5,7.5,5.3,vehicle_breakdown,12.9768443,77.69588741999999,3,0,0.1304,0.0243,0.0157,0.0279,0.0279,6.5,Low,Low,0.1724
SE0378,CBD 2,4.0,Friday,morning,5,7.5,5.300000000000001,road_conditions,12.98389832,77.59705340000001,3,0,0.1304,0.0243,0.0157,0.0279,0.0279,6.5,Low,Low,0.5556
SE0379,Hosur Road,3.0,Thursday,early_morning,5,7.5,4.9,vehicle_breakdown,12.912466560000002,77.62698338,3,0,0.1304,0.0243,0.0145,0.0279,0.0279,6.48,Low,Low,0.1136
SE0380,Tumkur Road,6.0,Sunday,afternoon,5,7.5,5.0,vehicle_breakdown,13.027826,77.54127908000001,3,0,0.1304,0.0243,0.0148,0.0279,0.0279,6.48,Low,Low,0.1429
SE0381,CBD 2,2.0,Wednesday,afternoon,5,7.5,5.0,vehicle_breakdown,12.98287018,77.59674086,3,0,0.1304,0.0243,0.0148,0.0279,0.0279,6.48,Low,Low,0.5556
SE0382,ORR East 2,1.0,Tuesday,early_morning,5,7.5,5.0,vehicle_breakdown,12.977642900000001,77.69476864,3,0,0.1304,0.0243,0.0148,0.0279,0.0279,6.48,Low,Low,0.1724
SE0383,Old Madras Road,3.0,Thursday,early_morning,5,7.5,4.8,vehicle_breakdown,12.97993658,77.6276855,3,0,0.1304,0.0243,0.0142,0.0279,0.0279,6.47,Low,Low,0.2174
SE0384,Bellary Road 2,4.0,Friday,afternoon,4,9.0,8.0,vehicle_breakdown,13.081457775,77.594222525,3,2,0.1304,0.0194,0.0237,0.0335,0.0335,6.47,Low,Low,0.2069
SE0385,Varthur Road,5.0,Saturday,morning,4,6.0,5.0,vehicle_breakdown,12.956240025,77.713764175,3,0,0.1304,0.0194,0.0148,0.0223,0.0223,6.29,Low,Low,0.4
SE0386,ORR West 1,4.0,Friday,afternoon,4,6.0,4.5,others,12.917590575,77.56092530000001,3,0,0.1304,0.0194,0.0133,0.0223,0.0223,6.26,Low,Low,0.2667
SE0387,West of Chord Road,2.0,Wednesday,early_morning,4,6.0,4.0,vehicle_breakdown,12.97852335,77.547202,3,0,0.1304,0.0194,0.0119,0.0223,0.0223,6.23,Low,Low,0.3333
SE0388,Bannerghata Road,6.0,Sunday,afternoon,4,6.0,4.0,vehicle_breakdown,12.872776975,77.59377789999999,3,0,0.1304,0.0194,0.0119,0.0223,0.0223,6.23,Low,Low,0.0816
SE0389,Hosur Road,6.0,Sunday,morning,4,6.0,4.0,vehicle_breakdown,12.904088075,77.629099525,3,0,0.1304,0.0194,0.0119,0.0223,0.0223,6.23,Low,Low,0.0909
SE0390,Tumkur Road,3.0,Thursday,evening,4,6.0,4.0,vehicle_breakdown,13.044774925,77.508973575,3,0,0.1304,0.0194,0.0119,0.0223,0.0223,6.23,Low,Low,0.1143
SE0391,ORR North 2,2.0,Wednesday,evening,4,6.0,4.0,vehicle_breakdown,13.039242175,77.543902125,3,0,0.1304,0.0194,0.0119,0.0223,0.0223,6.23,Low,Low,0.2
SE0392,Non-corridor,4.0,Friday,night,4,4.0,4.0,vehicle_breakdown,13.0018641375,77.592864885,3,0,0.1304,0.0194,0.0119,0.0149,0.0149,6.23,Low,Low,0.0149
SE0393,Old Madras Road,2.0,Wednesday,afternoon,4,6.0,4.0,vehicle_breakdown,12.98256205,77.634949975,3,0,0.1304,0.0194,0.0119,0.0223,0.0223,6.23,Low,Low,0.1739
SE0394,ORR North 2,4.0,Friday,afternoon,4,6.0,3.8,vehicle_breakdown,13.041570974999999,77.5468319,3,0,0.1304,0.0194,0.0113,0.0223,0.0223,6.22,Low,Low,0.2
SE0395,Hosur Road,3.0,Thursday,afternoon,4,6.0,3.8,vehicle_breakdown,12.923829699999999,77.620045175,3,0,0.1304,0.0194,0.0113,0.0223,0.0223,6.22,Low,Low,0.0909
SE0396,Bannerghata Road,1.0,Tuesday,early_morning,4,6.0,3.8,vehicle_breakdown,12.904579075000001,77.59847855,3,0,0.1304,0.0194,0.0113,0.0223,0.0223,6.22,Low,Low,0.0816
SE0397,Old Airport Road,2.0,Wednesday,midnight,4,6.0,3.9000000000000004,vehicle_breakdown,12.957924825,77.670460275,3,0,0.1304,0.0194,0.0116,0.0223,0.0223,6.22,Low,Low,0.6667
SE0398,Airport New South Road,3.0,Thursday,early_morning,4,6.0,3.8,vehicle_breakdown,13.031884775,77.63427095,3,0,0.1304,0.0194,0.0113,0.0223,0.0223,6.22,Low,Low,0.5714
SE0399,Bellary Road 2,4.0,Friday,night,3,7.5,7.0,accident,13.119930133333334,77.6085077,3,2,0.1304,0.0146,0.0208,0.0279,0.0279,6.22,Low,Low,0.1724
SE0400,Bellary Road 1,0.0,Monday,evening,3,7.5,7.0,accident,13.030475133333333,77.59059193333333,3,2,0.1304,0.0146,0.0208,0.0279,0.0279,6.22,Low,Low,0.125
SE0401,ORR East 2,6.0,Sunday,early_morning,3,6.0,5.5,accident,12.981356433333332,77.69099713333333,3,1,0.1304,0.0146,0.0163,0.0223,0.0223,6.13,Low,Low,0.1379
